song,artist,this_week,last_week,peak_position,weeks_on_chart,mbid,danceability,genre,gender,mood,instrumental,bpm,key,loudness,mood_happy
I'll Try Something New,Supremes & Temptations,29,25.0,25,7,e9c015b7-7da3-42ca-a5c3-27050e7efedc,danceable,rhy,female,not_aggressive,voice,99.7945480347,G,0.874271273613,not_happy
Snatching It Back,Clarence Carter,33,31.0,31,9,c0ce451e-c9f6-4b74-8e4c-0c179809743b,not_danceable,roc,male,not_aggressive,voice,103.718650818,C#,0.808866202831,happy
I Can't See Myself Leaving You,Aretha Franklin,34,74.0,34,2,a83fc587-190d-4d91-a4d1-950e31497314,not_danceable,pop,female,not_aggressive,voice,97.2299118042,F,0.756034731865,happy
Don't Touch Me,Bettye Swann,38,38.0,38,8,07a4ef29-961c-4933-ab11-460e12bec6ab,not_danceable,cla,female,not_aggressive,voice,102.018844604,A,0.693964600563,happy
Stand!,Sly & The Family Stone,40,54.0,40,3,c6da5f7f-11ad-476e-9dee-64eea1ac674d,not_danceable,pop,female,not_aggressive,instrumental,107.922805786,A,0.94141036272,not_happy
The Way It Used To Be,Engelbert Humperdinck,42,42.0,42,9,4225e79b-0998-4315-a258-bbb671191aab,danceable,jaz,male,not_aggressive,voice,97.9785690308,C,0.747714936733,happy
Mendocino,Sir Douglas Quintet,43,36.0,27,15,645e673e-2431-436f-bebc-ac32ce32e2a3,not_danceable,roc,female,not_aggressive,instrumental,133.591720581,D,0.85417509079,happy
Wishful Sinful,The Doors,44,44.0,44,5,041b0a21-7f88-40bf-ba7d-0dc0145806b2,not_danceable,roc,female,aggressive,instrumental,112.305885315,D,0.597225904465,not_happy
To Know You Is To Love You,Bobby Vinton,45,45.0,45,4,85776811-aa68-4a24-9923-e996218dfa72,not_danceable,rhy,male,not_aggressive,voice,178.205718994,G,0.706392705441,not_happy
Pinball Wizard,The Who,46,51.0,46,4,a3f5c0d2-7a31-47d0-b635-770382e11f69,not_danceable,roc,female,not_aggressive,instrumental,139.519836426,D,0.52233093977,not_happy
Happy Heart,Andy Williams,48,70.0,48,3,531b95ce-efcf-427b-b82c-3eb112538443,danceable,cla,male,not_aggressive,voice,113.580352783,G,0.731337726116,not_happy
Mini-Skirt Minnie,Wilson Pickett,50,50.0,50,5,892b0b7b-c2db-45e0-b597-bf791a8d7620,danceable,roc,male,aggressive,voice,97.5933990479,G#,0.88265556097,happy
Love (Can Make You Happy),Mercy,52,62.0,52,3,eaa7a808-c5f0-4128-abdb-e4ce83fa987f,not_danceable,rhy,female,not_aggressive,voice,86.6338348389,D,0.55207490921,happy
Apricot Brandy,Rhinoceros,53,46.0,46,10,720576e1-0d4b-446f-b9d0-bc49ff39581f,not_danceable,roc,female,not_aggressive,voice,128.683563232,F#,0.95876789093,not_happy
Try A Little Tenderness,Three Dog Night,54,29.0,29,12,35eb08df-b1be-4d7b-89f7-e73519a53cb3,danceable,rhy,male,not_aggressive,voice,98.1873245239,G,0.798001289368,not_happy
Buying A Book,Joe Tex,55,67.0,55,3,d000de20-048c-4262-a7da-ea976f7eca3c,danceable,rhy,male,not_aggressive,voice,129.682937622,B,0.848629534245,not_happy
More Today Than Yesterday,Spiral Starecase,57,58.0,57,4,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy
The River Is Wide,The Grass Roots,60,66.0,60,3,fc6f6667-d9db-4572-8f76-481504537868,danceable,rhy,male,not_aggressive,voice,117.763114929,D#,0.841609656811,happy
Cissy Strut,The Meters,62,81.0,62,3,6a2a6cc4-dfdd-41e4-879f-e0f959a76253,danceable,hip,female,not_aggressive,instrumental,178.205886841,C,0.943946301937,not_happy
Foolish Fool,Dee Dee Warwick,63,69.0,63,6,eb9f6061-e36b-4520-98e3-5261c8c3902d,not_danceable,rhy,male,not_aggressive,voice,161.90411377,F,0.82765352726,happy
Earth Angel (Will You Be Mine),The Vogues,66,85.0,66,2,72bbdd5d-7bb4-4b7b-af10-8c3e51a047db,danceable,rhy,male,not_aggressive,voice,101.016807556,F,0.796422600746,happy
Too Busy Thinking About My Baby,Marvin Gaye,67,,67,1,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy
When You Dance,Jay & The Americans,70,76.0,70,4,78fae304-7a16-4cab-b5a5-35553fba0a68,not_danceable,roc,male,not_aggressive,voice,134.686767578,G,0.796904265881,happy
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,72,,72,1,66dfd103-e638-42ad-b258-2b2edd3cfb20,not_danceable,rhy,female,aggressive,instrumental,110.01133728,G#,0.898809671402,not_happy
Love Is All I Have To Give,"The Checkmates, Ltd.",74,77.0,74,4,ed761cc7-6ae4-4334-a137-f980964b5f44,not_danceable,cla,male,not_aggressive,voice,152.657104492,A#,0.91271597147,happy
I've Been Hurt,Bill Deal & The Rhondels,76,89.0,76,2,947a0147-453a-4e94-b18b-8b09c1a95f09,not_danceable,rhy,male,not_aggressive,voice,131.960174561,C,0.859880268574,happy
In The Still Of The Night,Paul Anka,77,64.0,64,6,de192a35-6e0a-4d27-a548-bb47ce9f4807,not_danceable,cla,male,not_aggressive,voice,95.0660247803,F,0.377681285143,happy
I'm A Drifter,Bobby Goldsboro,81,99.0,81,2,d314e765-5534-4488-8cf4-975bfa42fbe1,not_danceable,pop,male,not_aggressive,voice,99.8609161377,C,0.878923177719,happy
Back In The U.S.S.R.,Chubby Checker,84,84.0,84,4,dd5efa6d-ab70-4fdd-9374-c679aae43be0,danceable,roc,female,not_aggressive,instrumental,154.963302612,G,0.955774188042,happy
Singing My Song,Tammy Wynette,85,94.0,85,3,25647485-3be8-480b-8060-7f3664c62376,danceable,jaz,female,aggressive,voice,113.217384338,G#,0.703583419323,not_happy
I Shall Be Released,The Box Tops,90,,90,1,e945eb1f-2aa2-442c-bc3a-d3d74177241b,not_danceable,rhy,male,not_aggressive,voice,147.448699951,E,0.799446821213,not_happy
California Girl (And The Tennessee Square),Tompall & The Glaser Brothers,92,92.0,92,4,64e61ca1-26a5-4508-8939-7ed2abd9e740,danceable,roc,male,not_aggressive,voice,120.426040649,A,0.951855421066,happy
I Can't Say No To You,Betty Everett,95,,95,1,b4e5340e-cebb-412f-9027-88c223204fb6,not_danceable,pop,female,not_aggressive,voice,151.35067749,D,0.737779736519,happy
I've Been Loving You Too Long,Ike & Tina Turner,96,,96,1,27a1968b-d4f2-4756-8dc0-d2ad5e94a07d,not_danceable,rhy,female,not_aggressive,voice,129.243438721,C#,0.0876479446888,not_happy
Home To You,Earth Opera,97,,97,1,780cba3d-ccb6-4da7-a66a-061b0dcdadd6,not_danceable,roc,male,not_aggressive,voice,136.373764038,G,0.774410367012,not_happy
Never Gonna Let Him Know,Debbie Taylor,98,,98,1,7b89fffc-4f93-4a03-afbd-dfaa0e0249f8,not_danceable,pop,female,not_aggressive,voice,87.2850341797,C,0.84314250946,happy
Hawaii Five-O,The Ventures,8,13.0,8,9,4c447754-4a48-4bf6-93c1-aae6e9876aca,not_danceable,pop,male,not_aggressive,instrumental,163.070297241,D,0.91307669878,not_happy
The Boxer,Simon & Garfunkel,9,16.0,9,4,645acbbc-ffb9-4383-affa-6d5cfb052a32,not_danceable,rhy,male,not_aggressive,voice,93.1552963257,B,0.170128151774,happy
Galveston,Glen Campbell,10,7.0,4,10,4cac33b7-aedc-4dc3-b3fc-7d3fb92a6221,not_danceable,rhy,male,not_aggressive,voice,117.955047607,F,0.832624673843,happy
Gimme Gimme Good Lovin',Crazy Elephant,12,14.0,12,10,82ecee21-bc14-4745-9e4f-0d0a01db336c,not_danceable,roc,male,not_aggressive,instrumental,137.351089478,A,0.896335601807,not_happy
Love (Can Make You Happy),Mercy,15,52.0,15,4,eaa7a808-c5f0-4128-abdb-e4ce83fa987f,not_danceable,rhy,female,not_aggressive,voice,86.6338348389,D,0.55207490921,happy
Do Your Thing,The Watts 103rd Street Rhythm Band,16,11.0,11,14,98f7f472-bce3-47ad-9a1b-f67b9329537e,danceable,jaz,male,not_aggressive,voice,128.116348267,A,0.256167173386,not_happy
Don't Give In To Him,Gary Puckett And The Union Gap,17,15.0,15,8,76f65005-37b3-4926-82aa-7c69cf653912,not_danceable,pop,male,not_aggressive,voice,108.281311035,A,0.828975737095,happy
Atlantis,Donovan,19,25.0,19,5,c69d6b87-b9c1-4fca-9f1f-130b8eb8a859,not_danceable,roc,male,not_aggressive,instrumental,154.581283569,C,0.796162366867,not_happy
Brother Love's Travelling Salvation Show,Neil Diamond,22,22.0,22,11,d38f7ed2-d4bb-4070-b23a-7923ae8ec087,not_danceable,cla,male,not_aggressive,voice,140.557739258,A,0.746156156063,happy
Pinball Wizard,The Who,25,46.0,25,5,a3f5c0d2-7a31-47d0-b635-770382e11f69,not_danceable,roc,female,not_aggressive,instrumental,139.519836426,D,0.52233093977,not_happy
"Run Away Child, Running Wild",The Temptations,26,19.0,6,12,aea60881-a6bd-4057-8a5b-a07323e89616,danceable,rhy,female,not_aggressive,instrumental,112.858695984,A#,0.620558440685,happy
I Can't See Myself Leaving You,Aretha Franklin,33,34.0,33,3,a83fc587-190d-4d91-a4d1-950e31497314,not_danceable,pop,female,not_aggressive,voice,97.2299118042,F,0.756034731865,happy
To Know You Is To Love You,Bobby Vinton,34,45.0,34,5,85776811-aa68-4a24-9923-e996218dfa72,not_danceable,rhy,male,not_aggressive,voice,178.205718994,G,0.706392705441,not_happy
Stand!,Sly & The Family Stone,36,40.0,36,4,c6da5f7f-11ad-476e-9dee-64eea1ac674d,not_danceable,pop,female,not_aggressive,instrumental,107.922805786,A,0.94141036272,not_happy
More Today Than Yesterday,Spiral Starecase,37,57.0,37,5,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy
Happy Heart,Andy Williams,38,48.0,38,4,531b95ce-efcf-427b-b82c-3eb112538443,danceable,cla,male,not_aggressive,voice,113.580352783,G,0.731337726116,not_happy
"Mr. Sun, Mr. Moon",Paul Revere & The Raiders Featuring Mark Lindsay,39,27.0,18,12,aafc17cd-16f5-4144-8dd3-21be2466609a,not_danceable,roc,male,not_aggressive,voice,135.789581299,G,0.946098506451,happy
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,40,72.0,40,2,66dfd103-e638-42ad-b258-2b2edd3cfb20,not_danceable,rhy,female,aggressive,instrumental,110.01133728,G#,0.898809671402,not_happy
The Way It Used To Be,Engelbert Humperdinck,42,42.0,42,10,4225e79b-0998-4315-a258-bbb671191aab,danceable,jaz,male,not_aggressive,voice,97.9785690308,C,0.747714936733,happy
The River Is Wide,The Grass Roots,43,60.0,43,4,fc6f6667-d9db-4572-8f76-481504537868,danceable,rhy,male,not_aggressive,voice,117.763114929,D#,0.841609656811,happy
Earth Angel (Will You Be Mine),The Vogues,47,66.0,47,3,72bbdd5d-7bb4-4b7b-af10-8c3e51a047db,danceable,rhy,male,not_aggressive,voice,101.016807556,F,0.796422600746,happy
Don't Touch Me,Bettye Swann,48,38.0,38,9,07a4ef29-961c-4933-ab11-460e12bec6ab,not_danceable,cla,female,not_aggressive,voice,102.018844604,A,0.693964600563,happy
Wishful Sinful,The Doors,49,44.0,44,6,041b0a21-7f88-40bf-ba7d-0dc0145806b2,not_danceable,roc,female,aggressive,instrumental,112.305885315,D,0.597225904465,not_happy
Buying A Book,Joe Tex,53,55.0,53,4,d000de20-048c-4262-a7da-ea976f7eca3c,danceable,rhy,male,not_aggressive,voice,129.682937622,B,0.848629534245,not_happy
Too Busy Thinking About My Baby,Marvin Gaye,54,67.0,54,2,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy
Cissy Strut,The Meters,55,62.0,55,4,6a2a6cc4-dfdd-41e4-879f-e0f959a76253,danceable,hip,female,not_aggressive,instrumental,178.205886841,C,0.943946301937,not_happy
Snatching It Back,Clarence Carter,58,33.0,31,10,c0ce451e-c9f6-4b74-8e4c-0c179809743b,not_danceable,roc,male,not_aggressive,voice,103.718650818,C#,0.808866202831,happy
Mini-Skirt Minnie,Wilson Pickett,61,50.0,50,6,892b0b7b-c2db-45e0-b597-bf791a8d7620,danceable,roc,male,aggressive,voice,97.5933990479,G#,0.88265556097,happy
Foolish Fool,Dee Dee Warwick,63,63.0,63,7,eb9f6061-e36b-4520-98e3-5261c8c3902d,not_danceable,rhy,male,not_aggressive,voice,161.90411377,F,0.82765352726,happy
Love Is All I Have To Give,"The Checkmates, Ltd.",65,74.0,65,5,ed761cc7-6ae4-4334-a137-f980964b5f44,not_danceable,cla,male,not_aggressive,voice,152.657104492,A#,0.91271597147,happy
I'm A Drifter,Bobby Goldsboro,67,81.0,67,3,d314e765-5534-4488-8cf4-975bfa42fbe1,not_danceable,pop,male,not_aggressive,voice,99.8609161377,C,0.878923177719,happy
I've Been Hurt,Bill Deal & The Rhondels,71,76.0,71,3,947a0147-453a-4e94-b18b-8b09c1a95f09,not_danceable,rhy,male,not_aggressive,voice,131.960174561,C,0.859880268574,happy
When You Dance,Jay & The Americans,73,70.0,70,5,78fae304-7a16-4cab-b5a5-35553fba0a68,not_danceable,roc,male,not_aggressive,voice,134.686767578,G,0.796904265881,happy
Singing My Song,Tammy Wynette,75,85.0,75,4,25647485-3be8-480b-8060-7f3664c62376,danceable,jaz,female,aggressive,voice,113.217384338,G#,0.703583419323,not_happy
I Shall Be Released,The Box Tops,76,90.0,76,2,e945eb1f-2aa2-442c-bc3a-d3d74177241b,not_danceable,rhy,male,not_aggressive,voice,147.448699951,E,0.799446821213,not_happy
Proud Mary,Solomon Burke,77,,77,1,ab77715b-ada8-4287-9e87-f3b0eb3cac30,not_danceable,rhy,male,not_aggressive,instrumental,154.579177856,G,0.845124840736,not_happy
Back In The U.S.S.R.,Chubby Checker,82,84.0,82,5,dd5efa6d-ab70-4fdd-9374-c679aae43be0,danceable,roc,female,not_aggressive,instrumental,154.963302612,G,0.955774188042,happy
Pretty World,Sergio Mendes & Brasil '66,85,,85,1,f887270b-bf4d-4c1f-85e2-c8100a984659,not_danceable,rhy,female,not_aggressive,voice,122.396507263,F,0.818576693535,happy
With Pen In Hand,Vikki Carr,89,,89,1,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy
I Can't Say No To You,Betty Everett,93,95.0,93,2,b4e5340e-cebb-412f-9027-88c223204fb6,not_danceable,pop,female,not_aggressive,voice,151.35067749,D,0.737779736519,happy
I've Been Loving You Too Long,Ike & Tina Turner,95,96.0,95,2,27a1968b-d4f2-4756-8dc0-d2ad5e94a07d,not_danceable,rhy,female,not_aggressive,voice,129.243438721,C#,0.0876479446888,not_happy
I Could Never Lie To You,The New Colony Six,97,,97,1,158b7e2e-5594-44e9-93ef-92db90f6c398,not_danceable,pop,male,not_aggressive,voice,85.7735824585,G,0.922521591187,happy
Never Gonna Let Him Know,Debbie Taylor,98,98.0,98,2,7b89fffc-4f93-4a03-afbd-dfaa0e0249f8,not_danceable,pop,female,not_aggressive,voice,87.2850341797,C,0.84314250946,happy
I Want To Love You Baby,Peggy Scott & Jo Jo Benson,100,,100,1,12553211-ecb6-4519-b91a-2aa97edb1549,not_danceable,rhy,male,not_aggressive,voice,93.5491638184,D#,0.926033318043,not_happy
Hawaii Five-O,The Ventures,4,8.0,4,10,4c447754-4a48-4bf6-93c1-aae6e9876aca,not_danceable,pop,male,not_aggressive,instrumental,163.070297241,D,0.91307669878,not_happy
The Boxer,Simon & Garfunkel,8,9.0,8,5,645acbbc-ffb9-4383-affa-6d5cfb052a32,not_danceable,rhy,male,not_aggressive,voice,93.1552963257,B,0.170128151774,happy
Atlantis,Donovan,9,19.0,9,6,c69d6b87-b9c1-4fca-9f1f-130b8eb8a859,not_danceable,roc,male,not_aggressive,instrumental,154.581283569,C,0.796162366867,not_happy
Get Back,The Beatles With Billy Preston,10,,10,1,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy
Love (Can Make You Happy),Mercy,11,15.0,11,5,eaa7a808-c5f0-4128-abdb-e4ce83fa987f,not_danceable,rhy,female,not_aggressive,voice,86.6338348389,D,0.55207490921,happy
Gimme Gimme Good Lovin',Crazy Elephant,12,12.0,12,11,82ecee21-bc14-4745-9e4f-0d0a01db336c,not_danceable,roc,male,not_aggressive,instrumental,137.351089478,A,0.896335601807,not_happy
Do Your Thing,The Watts 103rd Street Rhythm Band,16,16.0,11,15,98f7f472-bce3-47ad-9a1b-f67b9329537e,danceable,jaz,male,not_aggressive,voice,128.116348267,A,0.256167173386,not_happy
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,18,40.0,18,3,66dfd103-e638-42ad-b258-2b2edd3cfb20,not_danceable,rhy,female,aggressive,instrumental,110.01133728,G#,0.898809671402,not_happy
Galveston,Glen Campbell,19,10.0,4,11,4cac33b7-aedc-4dc3-b3fc-7d3fb92a6221,not_danceable,rhy,male,not_aggressive,voice,117.955047607,F,0.832624673843,happy
Pinball Wizard,The Who,25,25.0,25,6,a3f5c0d2-7a31-47d0-b635-770382e11f69,not_danceable,roc,female,not_aggressive,instrumental,139.519836426,D,0.52233093977,not_happy
Don't Give In To Him,Gary Puckett And The Union Gap,26,17.0,15,9,76f65005-37b3-4926-82aa-7c69cf653912,not_danceable,pop,male,not_aggressive,voice,108.281311035,A,0.828975737095,happy
Too Busy Thinking About My Baby,Marvin Gaye,29,54.0,29,3,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy
I Can't See Myself Leaving You,Aretha Franklin,30,33.0,30,4,a83fc587-190d-4d91-a4d1-950e31497314,not_danceable,pop,female,not_aggressive,voice,97.2299118042,F,0.756034731865,happy
More Today Than Yesterday,Spiral Starecase,31,37.0,31,6,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy
Happy Heart,Andy Williams,33,38.0,33,5,531b95ce-efcf-427b-b82c-3eb112538443,danceable,cla,male,not_aggressive,voice,113.580352783,G,0.731337726116,not_happy
To Know You Is To Love You,Bobby Vinton,34,34.0,34,6,85776811-aa68-4a24-9923-e996218dfa72,not_danceable,rhy,male,not_aggressive,voice,178.205718994,G,0.706392705441,not_happy
Stand!,Sly & The Family Stone,35,36.0,35,5,c6da5f7f-11ad-476e-9dee-64eea1ac674d,not_danceable,pop,female,not_aggressive,instrumental,107.922805786,A,0.94141036272,not_happy
Brother Love's Travelling Salvation Show,Neil Diamond,38,22.0,22,12,d38f7ed2-d4bb-4070-b23a-7923ae8ec087,not_danceable,cla,male,not_aggressive,voice,140.557739258,A,0.746156156063,happy
Don't Let Me Down,The Beatles With Billy Preston,40,,40,1,76a0136f-d130-4a63-81e9-f7a438a86442,not_danceable,rhy,female,not_aggressive,voice,154.485519409,E,0.917699277401,not_happy
The River Is Wide,The Grass Roots,42,43.0,42,5,fc6f6667-d9db-4572-8f76-481504537868,danceable,rhy,male,not_aggressive,voice,117.763114929,D#,0.841609656811,happy
Earth Angel (Will You Be Mine),The Vogues,45,47.0,45,4,72bbdd5d-7bb4-4b7b-af10-8c3e51a047db,danceable,rhy,male,not_aggressive,voice,101.016807556,F,0.796422600746,happy
Cissy Strut,The Meters,47,55.0,47,5,6a2a6cc4-dfdd-41e4-879f-e0f959a76253,danceable,hip,female,not_aggressive,instrumental,178.205886841,C,0.943946301937,not_happy
Buying A Book,Joe Tex,48,53.0,48,5,d000de20-048c-4262-a7da-ea976f7eca3c,danceable,rhy,male,not_aggressive,voice,129.682937622,B,0.848629534245,not_happy
Don't Touch Me,Bettye Swann,49,48.0,38,10,07a4ef29-961c-4933-ab11-460e12bec6ab,not_danceable,cla,female,not_aggressive,voice,102.018844604,A,0.693964600563,happy
Proud Mary,Solomon Burke,53,77.0,53,2,ab77715b-ada8-4287-9e87-f3b0eb3cac30,not_danceable,rhy,male,not_aggressive,instrumental,154.579177856,G,0.845124840736,not_happy
The Way It Used To Be,Engelbert Humperdinck,55,42.0,42,11,4225e79b-0998-4315-a258-bbb671191aab,danceable,jaz,male,not_aggressive,voice,97.9785690308,C,0.747714936733,happy
Foolish Fool,Dee Dee Warwick,57,63.0,57,8,eb9f6061-e36b-4520-98e3-5261c8c3902d,not_danceable,rhy,male,not_aggressive,voice,161.90411377,F,0.82765352726,happy
I've Been Hurt,Bill Deal & The Rhondels,60,71.0,60,4,947a0147-453a-4e94-b18b-8b09c1a95f09,not_danceable,rhy,male,not_aggressive,voice,131.960174561,C,0.859880268574,happy
I'm A Drifter,Bobby Goldsboro,64,67.0,64,4,d314e765-5534-4488-8cf4-975bfa42fbe1,not_danceable,pop,male,not_aggressive,voice,99.8609161377,C,0.878923177719,happy
Love Is All I Have To Give,"The Checkmates, Ltd.",68,65.0,65,6,ed761cc7-6ae4-4334-a137-f980964b5f44,not_danceable,cla,male,not_aggressive,voice,152.657104492,A#,0.91271597147,happy
I Shall Be Released,The Box Tops,69,76.0,69,3,e945eb1f-2aa2-442c-bc3a-d3d74177241b,not_danceable,rhy,male,not_aggressive,voice,147.448699951,E,0.799446821213,not_happy
I Could Never Lie To You,The New Colony Six,74,97.0,74,2,158b7e2e-5594-44e9-93ef-92db90f6c398,not_danceable,pop,male,not_aggressive,voice,85.7735824585,G,0.922521591187,happy
Black Pearl,"Sonny Charles And The Checkmates, Ltd.",75,,75,1,82967ea5-7efa-4552-a04d-4e048f51c99e,not_danceable,roc,male,not_aggressive,voice,96.2462615967,D,0.833817005157,happy
Gentle On My Mind,Aretha Franklin,77,,77,1,2327ce7b-ff7e-4c13-b7b8-fa065cc4e504,danceable,hip,female,aggressive,voice,85.8327026367,C,0.917598903179,not_happy
I Can't Say No To You,Betty Everett,78,93.0,78,3,b4e5340e-cebb-412f-9027-88c223204fb6,not_danceable,pop,female,not_aggressive,voice,151.35067749,D,0.737779736519,happy
With Pen In Hand,Vikki Carr,81,89.0,81,2,5f9205f6-3653-458c-9edb-91110a1405b1,not_danceable,cla,female,not_aggressive,voice,86.4615478516,D,0.384158521891,not_happy
I Want To Love You Baby,Peggy Scott & Jo Jo Benson,82,100.0,82,2,12553211-ecb6-4519-b91a-2aa97edb1549,not_danceable,rhy,male,not_aggressive,voice,93.5491638184,D#,0.926033318043,not_happy
Pretty World,Sergio Mendes & Brasil '66,83,85.0,83,2,f887270b-bf4d-4c1f-85e2-c8100a984659,not_danceable,rhy,female,not_aggressive,voice,122.396507263,F,0.818576693535,happy
Someday Man,The Monkees,85,,85,1,69b81170-ee1c-4010-9f54-8c710d112aac,not_danceable,pop,male,not_aggressive,voice,117.6432724,A,0.912129819393,happy
Singing My Song,Tammy Wynette,87,75.0,75,5,25647485-3be8-480b-8060-7f3664c62376,danceable,jaz,female,aggressive,voice,113.217384338,G#,0.703583419323,not_happy
"Friend, Lover, Woman, Wife",O.C. Smith,88,,88,1,774ca449-7a42-4995-a4d6-ea366599ed9b,danceable,cla,male,not_aggressive,voice,93.8763580322,C,0.703476965427,happy
I've Been Loving You Too Long,Ike & Tina Turner,91,95.0,91,3,27a1968b-d4f2-4756-8dc0-d2ad5e94a07d,not_danceable,rhy,female,not_aggressive,voice,129.243438721,C#,0.0876479446888,not_happy
What Is A Man,Four Tops,94,,94,1,26b3b023-82e5-448a-b534-00e321a82de6,not_danceable,rhy,male,not_aggressive,voice,114.641777039,G#,0.789208114147,happy
Never Gonna Let Him Know,Debbie Taylor,95,98.0,95,3,7b89fffc-4f93-4a03-afbd-dfaa0e0249f8,not_danceable,pop,female,not_aggressive,voice,87.2850341797,C,0.84314250946,happy
Turn Around And Love You,Rita Coolidge,96,,96,1,8cabf2cd-4687-4e83-85e1-1cd565341b20,not_danceable,rhy,female,not_aggressive,voice,87.2075195313,C,0.351239413023,not_happy
Ivory,Bob Seger System,97,,97,1,3ad70f5c-11a3-4412-99e9-1ff2afeee969,danceable,roc,male,aggressive,voice,125.887428284,G#,0.910714805126,happy
I'm Gonna Do All I Can (To Do Right By My Man),Ike & Tina Turner,99,,99,1,40931f68-bb68-4046-9fa0-58b2e12ee266,not_danceable,rhy,male,not_aggressive,voice,163.986373901,A#,0.859123468399,happy
Born To Be Wild,Wilson Pickett,100,,100,1,51e1c25f-832d-4986-a4d9-312d1106b983,danceable,rhy,male,not_aggressive,voice,154.872940063,F,0.807963073254,not_happy
Get Back,The Beatles With Billy Preston,3,10.0,3,2,beaf49d4-c864-4141-9ce0-162e16778d87,not_danceable,rhy,male,not_aggressive,voice,124.097106934,D,0.923934698105,not_happy
Love (Can Make You Happy),Mercy,5,11.0,5,6,eaa7a808-c5f0-4128-abdb-e4ce83fa987f,not_danceable,rhy,female,not_aggressive,voice,86.6338348389,D,0.55207490921,happy
Hawaii Five-O,The Ventures,6,4.0,4,11,4c447754-4a48-4bf6-93c1-aae6e9876aca,not_danceable,pop,male,not_aggressive,instrumental,163.070297241,D,0.91307669878,not_happy
The Boxer,Simon & Garfunkel,7,8.0,7,6,645acbbc-ffb9-4383-affa-6d5cfb052a32,not_danceable,rhy,male,not_aggressive,voice,93.1552963257,B,0.170128151774,happy
Atlantis,Donovan,8,9.0,8,7,c69d6b87-b9c1-4fca-9f1f-130b8eb8a859,not_danceable,roc,male,not_aggressive,instrumental,154.581283569,C,0.796162366867,not_happy
Oh Happy Day,The Edwin Hawkins' Singers Featuring Dorothy Combs Morrison,12,18.0,12,4,66dfd103-e638-42ad-b258-2b2edd3cfb20,not_danceable,rhy,female,aggressive,instrumental,110.01133728,G#,0.898809671402,not_happy
Gimme Gimme Good Lovin',Crazy Elephant,17,12.0,12,12,82ecee21-bc14-4745-9e4f-0d0a01db336c,not_danceable,roc,male,not_aggressive,instrumental,137.351089478,A,0.896335601807,not_happy
Pinball Wizard,The Who,20,25.0,20,7,a3f5c0d2-7a31-47d0-b635-770382e11f69,not_danceable,roc,female,not_aggressive,instrumental,139.519836426,D,0.52233093977,not_happy
Do Your Thing,The Watts 103rd Street Rhythm Band,21,16.0,11,16,98f7f472-bce3-47ad-9a1b-f67b9329537e,danceable,jaz,male,not_aggressive,voice,128.116348267,A,0.256167173386,not_happy
Stand!,Sly & The Family Stone,22,35.0,22,6,c6da5f7f-11ad-476e-9dee-64eea1ac674d,not_danceable,pop,female,not_aggressive,instrumental,107.922805786,A,0.94141036272,not_happy
Too Busy Thinking About My Baby,Marvin Gaye,25,29.0,25,4,0a0ee9c5-2014-4960-87be-24e523ed9147,not_danceable,rhy,male,not_aggressive,voice,119.877250671,C#,0.780515551567,happy
More Today Than Yesterday,Spiral Starecase,26,31.0,26,7,e0bdd737-3e27-41b7-aee0-9f22bc92c4af,danceable,pop,female,not_aggressive,voice,142.561706543,G,0.870619416237,happy
Happy Heart,Andy Williams,29,33.0,29,6,531b95ce-efcf-427b-b82c-3eb112538443,danceable,cla,male,not_aggressive,voice,113.580352783,G,0.731337726116,not_happy
I Can't See Myself Leaving You,Aretha Franklin,30,30.0,30,5,a83fc587-190d-4d91-a4d1-950e31497314,not_danceable,pop,female,not_aggressive,voice,97.2299118042,F,0.756034731865,happy
Galveston,Glen Campbell,31,19.0,4,12,4cac33b7-aedc-4dc3-b3fc-7d3fb92a6221,not_danceable,rhy,male,not_aggressive,voice,117.955047607,F,0.832624673843,happy
Don't Let Me Down,The Beatles With Billy Preston,36,40.0,36,2,76a0136f-d130-4a63-81e9-f7a438a86442,not_danceable,rhy,female,not_aggressive,voice,154.485519409,E,0.917699277401,not_happy
